Story Heading,Story Excerpt,Section,Date,Source
Analysis: Ignoring inflation won’t make it go away,The aggressive taxation regime the govt seeks to put in place makes keeping inflation down to 12pc in next FY seem like an unachievable target.,Pakistan,16-6-2024,dawn
Analysis: Ignoring inflation won’t make it go away,The aggressive taxation regime the govt seeks to put in place makes keeping inflation down to 12pc in next FY seem like an unachievable target.,Pakistan,16-6-2024,dawn
Japanese climber’s body found in GB,Body identified as of Ryuseki Hiraoka while search for Atsushi Taguchi ongoing.,Pakistan,16-6-2024,dawn
Japanese climber’s body found in GB,Body identified as of Ryuseki Hiraoka while search for Atsushi Taguchi ongoing.,Pakistan,16-6-2024,dawn
Islamabad police seek to overturn order restricting surveillance data access,Urge advocate general to challenge IHC's May 30 order prohibiting cellular companies from sharing citizens’ data with agencies.,Pakistan,16-6-2024,dawn
Islamabad police seek to overturn order restricting surveillance data access,Urge advocate general to challenge IHC's May 30 order prohibiting cellular companies from sharing citizens’ data with agencies.,Pakistan,16-6-2024,dawn
Elite must make sacrifice for sake of progress: PM,• Vows to end misuse of public funds for luxuries • Insists next IMF bailout could be last if economic targets are met • Announces,Pakistan,16-6-2024,dawn
Elite must make sacrifice for sake of progress: PM,• Vows to end misuse of public funds for luxuries • Insists next IMF bailout could be last if economic targets are met • Announces,Pakistan,16-6-2024,dawn
Haj sermon calls upon Muslims to sink differences,Imam of Grand Mosque asks ummah to pray for Palestinians; pilgrims brave searing heat as temperature hits 43°C.,Pakistan,16-6-2024,dawn
Haj sermon calls upon Muslims to sink differences,Imam of Grand Mosque asks ummah to pray for Palestinians; pilgrims brave searing heat as temperature hits 43°C.,Pakistan,16-6-2024,dawn
Situationer: Empty pockets in Chaman as border stalemate bites,New policy triggered standoff between govt and traders depriving poor workers of jobs.,Pakistan,17-6-2024,dawn
Situationer: Empty pockets in Chaman as border stalemate bites,New policy triggered standoff between govt and traders depriving poor workers of jobs.,Pakistan,17-6-2024,dawn
Poliovirus found in samples from Loralai,Total number of positive environmental samples for the current year reached 176 as compared to 126 samples last year.,Pakistan,17-6-2024,dawn
Poliovirus found in samples from Loralai,Total number of positive environmental samples for the current year reached 176 as compared to 126 samples last year.,Pakistan,17-6-2024,dawn
PM Punjab governor meet amid PPP-‘N’ tensions,A reflection of the strained relations was visible in the body language of the two leaders in the meeting's official footage.,Pakistan,17-6-2024,dawn
PM Punjab governor meet amid PPP-‘N’ tensions,A reflection of the strained relations was visible in the body language of the two leaders in the meeting's official footage.,Pakistan,17-6-2024,dawn
Four die in Kurram IED explosion,‘Militant commander’ killed in Lakki Marwat operation police say,Pakistan,17-6-2024,dawn
Four die in Kurram IED explosion,‘Militant commander’ killed in Lakki Marwat operation police say,Pakistan,17-6-2024,dawn
Budget 2024-25: Economy not out of the woods yet parliament told,In report on fiscal risks country’s finance team lists climate change among nearly dozen challenges to budget medium-term outlook.,Pakistan,17-6-2024,dawn
Budget 2024-25: Economy not out of the woods yet parliament told,In report on fiscal risks country’s finance team lists climate change among nearly dozen challenges to budget medium-term outlook.,Pakistan,17-6-2024,dawn
Situationer: Empty pockets in Chaman as border stalemate bites,New policy triggered standoff between govt and traders depriving poor workers of jobs.,Pakistan,17-6-2024,dawn
Situationer: Empty pockets in Chaman as border stalemate bites,New policy triggered standoff between govt and traders depriving poor workers of jobs.,Pakistan,17-6-2024,dawn
Poliovirus found in samples from Loralai,Total number of positive environmental samples for the current year reached 176 as compared to 126 samples last year.,Pakistan,17-6-2024,dawn
Poliovirus found in samples from Loralai,Total number of positive environmental samples for the current year reached 176 as compared to 126 samples last year.,Pakistan,17-6-2024,dawn
PM Punjab governor meet amid PPP-‘N’ tensions,A reflection of the strained relations was visible in the body language of the two leaders in the meeting's official footage.,Pakistan,17-6-2024,dawn
PM Punjab governor meet amid PPP-‘N’ tensions,A reflection of the strained relations was visible in the body language of the two leaders in the meeting's official footage.,Pakistan,17-6-2024,dawn
Four die in Kurram IED explosion,‘Militant commander’ killed in Lakki Marwat operation police say,Pakistan,17-6-2024,dawn
Four die in Kurram IED explosion,‘Militant commander’ killed in Lakki Marwat operation police say,Pakistan,17-6-2024,dawn
Budget 2024-25: Economy not out of the woods yet parliament told,In report on fiscal risks country’s finance team lists climate change among nearly dozen challenges to budget medium-term outlook.,Pakistan,17-6-2024,dawn
Budget 2024-25: Economy not out of the woods yet parliament told,In report on fiscal risks country’s finance team lists climate change among nearly dozen challenges to budget medium-term outlook.,Pakistan,17-6-2024,dawn
Analysis: Ignoring inflation won’t make it go away,The aggressive taxation regime the govt seeks to put in place makes keeping inflation down to 12pc in next FY seem like an unachievable target.,Pakistan,16-6-2024,dawn
Analysis: Ignoring inflation won’t make it go away,The aggressive taxation regime the govt seeks to put in place makes keeping inflation down to 12pc in next FY seem like an unachievable target.,Pakistan,16-6-2024,dawn
Japanese climber’s body found in GB,Body identified as of Ryuseki Hiraoka while search for Atsushi Taguchi ongoing.,Pakistan,16-6-2024,dawn
Japanese climber’s body found in GB,Body identified as of Ryuseki Hiraoka while search for Atsushi Taguchi ongoing.,Pakistan,16-6-2024,dawn
Islamabad police seek to overturn order restricting surveillance data access,Urge advocate general to challenge IHC's May 30 order prohibiting cellular companies from sharing citizens’ data with agencies.,Pakistan,16-6-2024,dawn
Islamabad police seek to overturn order restricting surveillance data access,Urge advocate general to challenge IHC's May 30 order prohibiting cellular companies from sharing citizens’ data with agencies.,Pakistan,16-6-2024,dawn
Elite must make sacrifice for sake of progress: PM,• Vows to end misuse of public funds for luxuries • Insists next IMF bailout could be last if economic targets are met • Announces,Pakistan,16-6-2024,dawn
Elite must make sacrifice for sake of progress: PM,• Vows to end misuse of public funds for luxuries • Insists next IMF bailout could be last if economic targets are met • Announces,Pakistan,16-6-2024,dawn
Haj sermon calls upon Muslims to sink differences,Imam of Grand Mosque asks ummah to pray for Palestinians; pilgrims brave searing heat as temperature hits 43°C.,Pakistan,16-6-2024,dawn
Haj sermon calls upon Muslims to sink differences,Imam of Grand Mosque asks ummah to pray for Palestinians; pilgrims brave searing heat as temperature hits 43°C.,Pakistan,16-6-2024,dawn
Situationer: Empty pockets in Chaman as border stalemate bites,New policy triggered standoff between govt and traders depriving poor workers of jobs.,Pakistan,17-6-2024,dawn
Situationer: Empty pockets in Chaman as border stalemate bites,New policy triggered standoff between govt and traders depriving poor workers of jobs.,Pakistan,17-6-2024,dawn
Poliovirus found in samples from Loralai,Total number of positive environmental samples for the current year reached 176 as compared to 126 samples last year.,Pakistan,17-6-2024,dawn
Poliovirus found in samples from Loralai,Total number of positive environmental samples for the current year reached 176 as compared to 126 samples last year.,Pakistan,17-6-2024,dawn
PM Punjab governor meet amid PPP-‘N’ tensions,A reflection of the strained relations was visible in the body language of the two leaders in the meeting's official footage.,Pakistan,17-6-2024,dawn
PM Punjab governor meet amid PPP-‘N’ tensions,A reflection of the strained relations was visible in the body language of the two leaders in the meeting's official footage.,Pakistan,17-6-2024,dawn
Four die in Kurram IED explosion,‘Militant commander’ killed in Lakki Marwat operation police say,Pakistan,17-6-2024,dawn
Four die in Kurram IED explosion,‘Militant commander’ killed in Lakki Marwat operation police say,Pakistan,17-6-2024,dawn
Budget 2024-25: Economy not out of the woods yet parliament told,In report on fiscal risks country’s finance team lists climate change among nearly dozen challenges to budget medium-term outlook.,Pakistan,17-6-2024,dawn
Budget 2024-25: Economy not out of the woods yet parliament told,In report on fiscal risks country’s finance team lists climate change among nearly dozen challenges to budget medium-term outlook.,Pakistan,17-6-2024,dawn
PPP wavers as NA set to begin budget debate today,Says PML-N yet to make serious effort to address grievances; ruling party hopes matter will be resolved when Shehbaz Bilawal meet today.,Pakistan,20-6-2024,dawn
PPP wavers as NA set to begin budget debate today,Says PML-N yet to make serious effort to address grievances; ruling party hopes matter will be resolved when Shehbaz Bilawal meet today.,Pakistan,20-6-2024,dawn
Row with Centre escalates after Gandapur ultimatum,CM tells Pesco to reduce outages to 12 hours visits grid station to resume supply; energy minister Leghari seeks interior ministry’s intervention.,Pakistan,20-6-2024,dawn
Row with Centre escalates after Gandapur ultimatum,CM tells Pesco to reduce outages to 12 hours visits grid station to resume supply; energy minister Leghari seeks interior ministry’s intervention.,Pakistan,20-6-2024,dawn
35 Pakistanis among 900 perished during Haj,"Director general of Pakistan’s Haj Mission also terms videos on social media of no one helping pilgrims ""baseless"".",Pakistan,20-6-2024,dawn
35 Pakistanis among 900 perished during Haj,"Director general of Pakistan’s Haj Mission also terms videos on social media of no one helping pilgrims ""baseless"".",Pakistan,20-6-2024,dawn
Journalist Khalil Jibran gunned down in Landi Kotal,Police say FIR registered against unknown assailants; lawyer travelling with the journalist injured.,Pakistan,20-6-2024,dawn
Journalist Khalil Jibran gunned down in Landi Kotal,Police say FIR registered against unknown assailants; lawyer travelling with the journalist injured.,Pakistan,20-6-2024,dawn
India leads Pakistan in nuclear arms for first time,"SIPRI report reveals all nuclear powers are ""modernising arsenals"" deploying new N-capable weapon systems.",Pakistan,20-6-2024,dawn
India leads Pakistan in nuclear arms for first time,"SIPRI report reveals all nuclear powers are ""modernising arsenals"" deploying new N-capable weapon systems.",Pakistan,20-6-2024,dawn
‘All’s well’ after PPP PML-N settle differences,"Bilawal assures PML-N of support with budget; both sides likely to meet today for further talks; Punjab govt ""creating difficulties"" for PPP Shehbaz told.",Pakistan,21-6-2024,dawn
‘All’s well’ after PPP PML-N settle differences,"Bilawal assures PML-N of support with budget; both sides likely to meet today for further talks; Punjab govt ""creating difficulties"" for PPP Shehbaz told.",Pakistan,21-6-2024,dawn
Barbs fly as parliament begins budget debate,Senator Ali Zafar criticises lack of budget proposals to curtail spending; Vawda opposes taxes on EVs.,Pakistan,21-6-2024,dawn
Barbs fly as parliament begins budget debate,Senator Ali Zafar criticises lack of budget proposals to curtail spending; Vawda opposes taxes on EVs.,Pakistan,21-6-2024,dawn
Swat police station torched man lynched for ‘blasphemy’,SWAT: A mob brutally lynched a man — who had been detained for the alleged desecration of the Holy Quran — ...,Pakistan,21-6-2024,dawn
Swat police station torched man lynched for ‘blasphemy’,SWAT: A mob brutally lynched a man — who had been detained for the alleged desecration of the Holy Quran — ...,Pakistan,21-6-2024,dawn
Pesco raises alarm as more feeders forced to resume supply by PTI,Warns Centre about a possible collapse of power distribution system if electricity to all high-loss feeders switched on.,Pakistan,21-6-2024,dawn
Pesco raises alarm as more feeders forced to resume supply by PTI,Warns Centre about a possible collapse of power distribution system if electricity to all high-loss feeders switched on.,Pakistan,21-6-2024,dawn
Apex court refuses to stay LHC order on election tribunals,CJP Isa seeks formation of larger bench; Justice Afghan wonders why no such row occurred in other provinces.,Pakistan,21-6-2024,dawn
Apex court refuses to stay LHC order on election tribunals,CJP Isa seeks formation of larger bench; Justice Afghan wonders why no such row occurred in other provinces.,Pakistan,21-6-2024,dawn
Senate panel grills FBR chief over ‘punitive taxation’,Vawda spars with Zubair Tiwana over tax hike on imported cars; telecom sector unhappy with SIM-blocking policy.,Pakistan,21-6-2024,dawn
Senate panel grills FBR chief over ‘punitive taxation’,Vawda spars with Zubair Tiwana over tax hike on imported cars; telecom sector unhappy with SIM-blocking policy.,Pakistan,21-6-2024,dawn
Balochistan budget 2024-25: Nosherwani announces Rs956bn surplus budget,Development expenditure projected at Rs321.2bn; Rs32bn allocated for education Rs20bn for health development spending.,Pakistan,22-6-2024,dawn
Balochistan budget 2024-25: Nosherwani announces Rs956bn surplus budget,Development expenditure projected at Rs321.2bn; Rs32bn allocated for education Rs20bn for health development spending.,Pakistan,22-6-2024,dawn
Five security men martyred in Kurram IED blast,KURRAM: Five security personnel were martyred in an improvised explosive device (IED) blast in Kurram district on...,Pakistan,22-6-2024,dawn
Five security men martyred in Kurram IED blast,KURRAM: Five security personnel were martyred in an improvised explosive device (IED) blast in Kurram district on...,Pakistan,22-6-2024,dawn
‘N’ manages to address PPP’s budget reservations,The six-hour huddle was split into two parts; the first one was focused on Punjab and the other on PPP’s reservations over budget.,Pakistan,22-6-2024,dawn
‘N’ manages to address PPP’s budget reservations,The six-hour huddle was split into two parts; the first one was focused on Punjab and the other on PPP’s reservations over budget.,Pakistan,22-6-2024,dawn
‘Isolated’ PML-N faces flak from own legislators,"No one from treasury benches defends govt’s economic policy; PPP continues ""token boycott"".",Pakistan,22-6-2024,dawn
‘Isolated’ PML-N faces flak from own legislators,"No one from treasury benches defends govt’s economic policy; PPP continues ""token boycott"".",Pakistan,22-6-2024,dawn
Security threats endanger future of CPEC warns Chinese official,• Liu Jianchao underscores need for political stability friendly media environment to achieve sustainable development • Pledges,Pakistan,22-6-2024,dawn
Security threats endanger future of CPEC warns Chinese official,• Liu Jianchao underscores need for political stability friendly media environment to achieve sustainable development • Pledges,Pakistan,22-6-2024,dawn
Govt unleashes offensive to ‘decisively’ end terrorism,• ‘Operation Azm-i-Istehkam’ aims to use full force of military diplomatic legislative socio-economic arsenal • Move comes a,Pakistan,23-6-2024,dawn
Govt unleashes offensive to ‘decisively’ end terrorism,• ‘Operation Azm-i-Istehkam’ aims to use full force of military diplomatic legislative socio-economic arsenal • Move comes a,Pakistan,23-6-2024,dawn
Tax-laden budget finds no takers in NA,"PPP ends boycott terms budget visionless; MQM calls for imposing ""financial emergency""; Shehryar Afridi hints at his ""last speech"" in NA.",Pakistan,23-6-2024,dawn
Tax-laden budget finds no takers in NA,"PPP ends boycott terms budget visionless; MQM calls for imposing ""financial emergency""; Shehryar Afridi hints at his ""last speech"" in NA.",Pakistan,23-6-2024,dawn
Pakistan seeks UNSC role in halting TTP attacks,UNITED NATIONS: Pak­istan told the UN Sec­u­rity Council that despite promises the Afghan int­erim government...,Pakistan,23-6-2024,dawn
Pakistan seeks UNSC role in halting TTP attacks,UNITED NATIONS: Pak­istan told the UN Sec­u­rity Council that despite promises the Afghan int­erim government...,Pakistan,23-6-2024,dawn
Levies man martyred in Ziarat attack,Police files case; Balochistan home minister orders immediate suspension of all Levies personnel present at police station.,Pakistan,23-6-2024,dawn
Levies man martyred in Ziarat attack,Police files case; Balochistan home minister orders immediate suspension of all Levies personnel present at police station.,Pakistan,23-6-2024,dawn
ECP defends decision to deny SIC reserved seats,Submits statement to SC as apex court to hear party’s challenge to PHC verdict tomorrow.,Pakistan,23-6-2024,dawn
ECP defends decision to deny SIC reserved seats,Submits statement to SC as apex court to hear party’s challenge to PHC verdict tomorrow.,Pakistan,23-6-2024,dawn
Ginners on strike against new taxes power tariff,Procurement of new cotton crop supply of lint to factories will also be halted in protest.,Pakistan,24-6-2024,dawn
Ginners on strike against new taxes power tariff,Procurement of new cotton crop supply of lint to factories will also be halted in protest.,Pakistan,24-6-2024,dawn
23 arrested over Madyan mob violence,SWAT: Police arrested 23 suspects who had led the Madyan mob and taken law into their own hands by killing a man ...,Pakistan,24-6-2024,dawn
23 arrested over Madyan mob violence,SWAT: Police arrested 23 suspects who had led the Madyan mob and taken law into their own hands by killing a man ...,Pakistan,24-6-2024,dawn
Breakthrough as PML-N accepts most of PPP’s Punjab-centric demands,Meeting — attended by Dar Punjab speaker Rana Sanaullah Raja Pervaiz and others — discusses Punjab-specific issues only.,Pakistan,24-6-2024,dawn
Breakthrough as PML-N accepts most of PPP’s Punjab-centric demands,Meeting — attended by Dar Punjab speaker Rana Sanaullah Raja Pervaiz and others — discusses Punjab-specific issues only.,Pakistan,24-6-2024,dawn
Military action sans opposition buy-in riles up lawmakers,• PTI’s Gohar demands parliament be taken into confidence; ex-Fata lawmaker vows to resist move • Govt promises in-camera session,Pakistan,24-6-2024,dawn
Military action sans opposition buy-in riles up lawmakers,• PTI’s Gohar demands parliament be taken into confidence; ex-Fata lawmaker vows to resist move • Govt promises in-camera session,Pakistan,24-6-2024,dawn
Locals sceptical over FC deployment in AJK,Ex-PM Niazi seeks debate on the issue in AJKLA; move comes as JAAC plans demos following expiry of June 25 deadline.,Pakistan,24-6-2024,dawn
Locals sceptical over FC deployment in AJK,Ex-PM Niazi seeks debate on the issue in AJKLA; move comes as JAAC plans demos following expiry of June 25 deadline.,Pakistan,24-6-2024,dawn
Azm-i-Istehkam is no ‘large-scale military op’,"PMO clarifies action won’t entail mass displacement; Fazl ANP criticise decision while KP CM claims apex body did not discuss any ""operation"".",Pakistan,25-6-2024,dawn
Azm-i-Istehkam is no ‘large-scale military op’,"PMO clarifies action won’t entail mass displacement; Fazl ANP criticise decision while KP CM claims apex body did not discuss any ""operation"".",Pakistan,25-6-2024,dawn
SC wary of party whose chief contested as ‘independent’,PTI’s list of candidates included Hamid Raza’s name recalls Justice Afghan; senior puisne judge thinks PTI ‘mishandled’ issue,Pakistan,25-6-2024,dawn
SC wary of party whose chief contested as ‘independent’,PTI’s list of candidates included Hamid Raza’s name recalls Justice Afghan; senior puisne judge thinks PTI ‘mishandled’ issue,Pakistan,25-6-2024,dawn
IHC reverts Islamabad poll pleas to Jahangiri-led tribunal,CJ Farooq issues show cause notice to PML-N lawmaker.,Pakistan,25-6-2024,dawn
IHC reverts Islamabad poll pleas to Jahangiri-led tribunal,CJ Farooq issues show cause notice to PML-N lawmaker.,Pakistan,25-6-2024,dawn
Nawaz favours consultation on important decisions,"Chairs first huddle after regaining control of PML-N; briefed on talks with PPP Imran’s ""obstinacy"".",Pakistan,25-6-2024,dawn
Nawaz favours consultation on important decisions,"Chairs first huddle after regaining control of PML-N; briefed on talks with PPP Imran’s ""obstinacy"".",Pakistan,25-6-2024,dawn
PM Shehbaz has lost popular support PPP MNAs claim,Govt members question finance minister’s credentials; demand for south Punjab Bahawalpur provinces echoes again.,Pakistan,25-6-2024,dawn
PM Shehbaz has lost popular support PPP MNAs claim,Govt members question finance minister’s credentials; demand for south Punjab Bahawalpur provinces echoes again.,Pakistan,25-6-2024,dawn
Top judge unimpressed by criticism of ‘bat’ verdict,CJP says PTI didn’t lose symbol due to SC verdict but over failure to hold intra-party polls; Justice Minallah seeks update on complaints on poll irregularities.,Pakistan,26-6-2024,dawn
Top judge unimpressed by criticism of ‘bat’ verdict,CJP says PTI didn’t lose symbol due to SC verdict but over failure to hold intra-party polls; Justice Minallah seeks update on complaints on poll irregularities.,Pakistan,26-6-2024,dawn
Assange to walk free after US plea deal,BANGKOK: WikiLeaks founder Julian Assange is on his way to face a final US court hearing on Wednesday under a plea...,Pakistan,26-6-2024,dawn
Assange to walk free after US plea deal,BANGKOK: WikiLeaks founder Julian Assange is on his way to face a final US court hearing on Wednesday under a plea...,Pakistan,26-6-2024,dawn
‘No relief’: Khawaja Asif spells out what govt wants from courts,Calls on judiciary to not provide any relief to those targeted in the 'Vision Azm-i-Istehkam' campaign.,Pakistan,26-6-2024,dawn
‘No relief’: Khawaja Asif spells out what govt wants from courts,Calls on judiciary to not provide any relief to those targeted in the 'Vision Azm-i-Istehkam' campaign.,Pakistan,26-6-2024,dawn
Cabinet nod for new counter-terror ‘vision’,PIA to go under the hammer in August; PM says no new duties on solar panels.,Pakistan,26-6-2024,dawn
Cabinet nod for new counter-terror ‘vision’,PIA to go under the hammer in August; PM says no new duties on solar panels.,Pakistan,26-6-2024,dawn
PM Shehbaz confirms IMF role in budget prep,Aurangzeb unveils changes to finance bill including zero rating on local sales of export industries stationery items.,Pakistan,26-6-2024,dawn
PM Shehbaz confirms IMF role in budget prep,Aurangzeb unveils changes to finance bill including zero rating on local sales of export industries stationery items.,Pakistan,26-6-2024,dawn
PTI spurns premier’s latest call for dialogue,Omar Ayub links talks with release of Imran other party leaders; PM Shehbaz claims PML-N leaders were politically victimised during PTI govt.,Pakistan,27-6-2024,dawn
PTI spurns premier’s latest call for dialogue,Omar Ayub links talks with release of Imran other party leaders; PM Shehbaz claims PML-N leaders were politically victimised during PTI govt.,Pakistan,27-6-2024,dawn
Govt maintains SIC not entitled to reserved seats,In reply before SC govt says allocation to eligible parties is the only permissible solution; PTI seeks to join apex court proceedings.,Pakistan,27-6-2024,dawn
Govt maintains SIC not entitled to reserved seats,In reply before SC govt says allocation to eligible parties is the only permissible solution; PTI seeks to join apex court proceedings.,Pakistan,27-6-2024,dawn
PM okays relocation of Chinese industries to Pakistan,ISLAMABAD: In view of recent engagements between Pakistan and China Prime Minister Shehbaz Sharif on Wednesday...,Pakistan,27-6-2024,dawn
PM okays relocation of Chinese industries to Pakistan,ISLAMABAD: In view of recent engagements between Pakistan and China Prime Minister Shehbaz Sharif on Wednesday...,Pakistan,27-6-2024,dawn
AJK forms special force to tackle riots,"Regional IG says ""instead of might psychological methods should be used to deal with a charged situation"".",Pakistan,27-6-2024,dawn
AJK forms special force to tackle riots,"Regional IG says ""instead of might psychological methods should be used to deal with a charged situation"".",Pakistan,27-6-2024,dawn
Pakistan incensed by US resolution seeking poll probe,• House of Representatives passes HR 901 by 368 votes in rare show of bipartisan unity • FO says resolution based on ‘incomplete,Pakistan,27-6-2024,dawn
Pakistan incensed by US resolution seeking poll probe,• House of Representatives passes HR 901 by 368 votes in rare show of bipartisan unity • FO says resolution based on ‘incomplete,Pakistan,27-6-2024,dawn
Pakistan can cross border to hunt TTP: Defence Minister Asif,Khawaja Asif rejects possibility of dialogue with banned outfit says parliamentary nod will be sought for fresh action.,Pakistan,28-6-2024,dawn
Pakistan can cross border to hunt TTP: Defence Minister Asif,Khawaja Asif rejects possibility of dialogue with banned outfit says parliamentary nod will be sought for fresh action.,Pakistan,28-6-2024,dawn
Economic Coordination Committee green-lights major pension reforms,Changes effective for civilians from July 1 armed forces from next year; gross pension to be based on 70pc of salary in last 2 years of service.,Pakistan,28-6-2024,dawn
Economic Coordination Committee green-lights major pension reforms,Changes effective for civilians from July 1 armed forces from next year; gross pension to be based on 70pc of salary in last 2 years of service.,Pakistan,28-6-2024,dawn
Omar Ayub resigns as PTI’s secretary general,"Resignation citing ""parliamentary workload"" accepted by Imran; reports say a forward bloc of MNAs may be in the offing.",Pakistan,28-6-2024,dawn
Omar Ayub resigns as PTI’s secretary general,"Resignation citing ""parliamentary workload"" accepted by Imran; reports say a forward bloc of MNAs may be in the offing.",Pakistan,28-6-2024,dawn
Response to ‘US lecture on democracy’ ready Dar tells NA,Budget 2024-25 set to be passed today,Pakistan,28-6-2024,dawn
Response to ‘US lecture on democracy’ ready Dar tells NA,Budget 2024-25 set to be passed today,Pakistan,28-6-2024,dawn
No reprieve for Imran Bushra in Iddat case,PTI vows to move IHC against decision says case ‘brought immense embarrassment to Pakistan’,Pakistan,28-6-2024,dawn
No reprieve for Imran Bushra in Iddat case,PTI vows to move IHC against decision says case ‘brought immense embarrassment to Pakistan’,Pakistan,28-6-2024,dawn
PTI’s top brass backs Ayub to continue as secretary general,"Party’s apex body refutes reports of ""forward bloc"" even as more leaders go public with their discontent.",Pakistan,29-6-2024,dawn
PTI’s top brass backs Ayub to continue as secretary general,"Party’s apex body refutes reports of ""forward bloc"" even as more leaders go public with their discontent.",Pakistan,29-6-2024,dawn
Rizwan Saeed to be new envoy to US says Foreign Office,Asim Iftikhar appointed Pakistan’s additional permanent representative to the United Nations in New York.,Pakistan,29-6-2024,dawn
Rizwan Saeed to be new envoy to US says Foreign Office,Asim Iftikhar appointed Pakistan’s additional permanent representative to the United Nations in New York.,Pakistan,29-6-2024,dawn
In majority vote NA dismisses US resolution as ‘interference’,House passes resolution amid opposition protest; PTI members vote against resolution.,Pakistan,29-6-2024,dawn
In majority vote NA dismisses US resolution as ‘interference’,House passes resolution amid opposition protest; PTI members vote against resolution.,Pakistan,29-6-2024,dawn
Days after ‘accord’ trouble in PPP-PML-N ‘paradise’,Ali Haider Gilani accuses Sharifs’ party of reneging on written agreement says Maryam not ready to own her leadership’s decisions.,Pakistan,29-6-2024,dawn
Days after ‘accord’ trouble in PPP-PML-N ‘paradise’,Ali Haider Gilani accuses Sharifs’ party of reneging on written agreement says Maryam not ready to own her leadership’s decisions.,Pakistan,29-6-2024,dawn
Two more polio cases reported from Karachi Qila Abdullah,Wild poliovirus type 1 (WPV1) was detected in stool samples of a two-year-old child in Qila Abdullah who had onset of paralysis on May 22.,Pakistan,29-6-2024,dawn
Two more polio cases reported from Karachi Qila Abdullah,Wild poliovirus type 1 (WPV1) was detected in stool samples of a two-year-old child in Qila Abdullah who had onset of paralysis on May 22.,Pakistan,29-6-2024,dawn
Parliament okays ‘controversial’ budget for FY25,"Opposition lawmakers term budget ""unrealistic anti-people and anti-industry"".",Pakistan,29-6-2024,dawn
Parliament okays ‘controversial’ budget for FY25,"Opposition lawmakers term budget ""unrealistic anti-people and anti-industry"".",Pakistan,29-6-2024,dawn
LHC tells PM to keep spy agencies away from judges,• Justice Karim orders IGP to tell police officials not to directly approach judges • Security measures outside ATCs only after,Pakistan,30-6-2024,dawn
LHC tells PM to keep spy agencies away from judges,• Justice Karim orders IGP to tell police officials not to directly approach judges • Security measures outside ATCs only after,Pakistan,30-6-2024,dawn
Dar-led Ecnec okays Rs411bn projects,Approves realignment of Karakoram Highway between Thakot Raikot; green-lights revised PC-I of new Gwadar airport.,Pakistan,30-6-2024,dawn
Dar-led Ecnec okays Rs411bn projects,Approves realignment of Karakoram Highway between Thakot Raikot; green-lights revised PC-I of new Gwadar airport.,Pakistan,30-6-2024,dawn
Opposition in Punjab holds ‘parallel session’,After suspension of 11 MPAs opposition holds own session outside assembly gate makes fiery speeches against CM Maryam and PML-N leadership.,Pakistan,30-6-2024,dawn
Opposition in Punjab holds ‘parallel session’,After suspension of 11 MPAs opposition holds own session outside assembly gate makes fiery speeches against CM Maryam and PML-N leadership.,Pakistan,30-6-2024,dawn
Ties with Pakistan in best place says US official,“Like any longstanding relationship there’s always a little bit of friction at times” says Elizabeth Horst.,Pakistan,30-6-2024,dawn
Ties with Pakistan in best place says US official,“Like any longstanding relationship there’s always a little bit of friction at times” says Elizabeth Horst.,Pakistan,30-6-2024,dawn
ECP asked to justify PTI’s exclusion from polls,Justice Minallah directs commission to satisfy SC that a level playing field was provided to all political parties including PTI in Feb polls.,Pakistan,30-6-2024,dawn
ECP asked to justify PTI’s exclusion from polls,Justice Minallah directs commission to satisfy SC that a level playing field was provided to all political parties including PTI in Feb polls.,Pakistan,30-6-2024,dawn
‘Prior actions’ buoy hopes for IMF deal in July,• Unable to defend exemptions Aurangzeb offers sympathy to salaried class as their tax burden rises • Says FBR has potential to,Pakistan,1-7-2024,dawn
‘Prior actions’ buoy hopes for IMF deal in July,• Unable to defend exemptions Aurangzeb offers sympathy to salaried class as their tax burden rises • Says FBR has potential to,Pakistan,1-7-2024,dawn
19 break out of derelict Rawalakot prison in AJK,Six death-row prisoners among escapees while 1 dies during attempt; 8 jail officials detained; AJK home sec removed.,Pakistan,1-7-2024,dawn
19 break out of derelict Rawalakot prison in AJK,Six death-row prisoners among escapees while 1 dies during attempt; 8 jail officials detained; AJK home sec removed.,Pakistan,1-7-2024,dawn
Christian man on death row for ‘sparking’ riots in Jaranwala,Minority Alliance chairman says barely 12 people currently facing trials for Aug 16 violence.,Pakistan,1-7-2024,dawn
Christian man on death row for ‘sparking’ riots in Jaranwala,Minority Alliance chairman says barely 12 people currently facing trials for Aug 16 violence.,Pakistan,1-7-2024,dawn
Fuel price goes up with start of new fiscal year,Petrol hiked by Rs7.45 per litre diesel price raised by Rs9.56.,Pakistan,1-7-2024,dawn
Fuel price goes up with start of new fiscal year,Petrol hiked by Rs7.45 per litre diesel price raised by Rs9.56.,Pakistan,1-7-2024,dawn
Fazl lashes out at ‘inept’ govt ‘confused’ PTI,"Opposes ‘Azm-i-Istehkam’; says govt blaming Kabul to cover ""own failures"".",Pakistan,1-7-2024,dawn
Fazl lashes out at ‘inept’ govt ‘confused’ PTI,"Opposes ‘Azm-i-Istehkam’; says govt blaming Kabul to cover ""own failures"".",Pakistan,1-7-2024,dawn
Analysis: Potential thaw on the horizon in India trade ties?,Billions flowing between both nations through smuggling and ‘rerouting’ underscore potential benefits of normalising trade relations.,Pakistan,1-7-2024,dawn
